movie_title,original_title,director_name,actor_1_name,actor_2_name,actor_3_name,budget,gross,title_year,release_date,duration,vote_average,vote_count,popularity,genres,country,original_language,overview,tagline,tmdb_id,imdb_id
Kalki 2898-AD,కల్కి 2898-ఎ.డి,Nag Ashwin,Amitabh Bachchan,Prabhas,Deepika Padukone,75000000,141000000,2024,2024-06-26,176,6.5,134,7.243,Drama|Action|Fantasy|Science Fiction,India,te,"In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.","When the world is taken over by darkness, a new force will arise.",801688,tt12735488
The Day the Earth Blew Up: A Looney Tunes Movie,The Day the Earth Blew Up: A Looney Tunes Movie,Peter Browngardt,Eric Bauza,Candi Milo,Peter MacNicol,15000000,15076954,2024,2024-08-01,90,7.7,163,7.2254,Animation|Family|Comedy|Adventure|Science Fiction,United States of America,en,"Porky and Daffy, the classic animated odd couple, turn into unlikely heroes when their antics at the local bubble gum factory uncover a secret alien mind control plot. Against all odds, the two are determined to save their town (and the world!)...that is if they don't drive each other crazy in the process.","To save the world, they'll have to stick together.",870360,tt15352542
Kill,किल,Nikhil Nagesh Bhat,Lakshya Lalwani,Raghav Juyal,Tanya Maniktala,4800000,5600000,2024,2024-07-03,105,7.2,404,7.0395,Action|Crime|Thriller|Drama,India,hi,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on, one by one.",The end of the line starts here.,1160018,tt28259207
A Complete Unknown,A Complete Unknown,James Mangold,Timothée Chalamet,Edward Norton,Elle Fanning,65000000,138003641,2024,2024-12-18,140,7.103,1177,6.9919,Drama|Music,United States of America,en,"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",The ballad of a true original.,661539,tt11563598
Fly Me to the Moon,Fly Me to the Moon,Greg Berlanti,Scarlett Johansson,Channing Tatum,Woody Harrelson,100000000,42247783,2024,2024-07-10,132,6.8,996,6.7319,Romance|Comedy,United States of America,en,"Sparks fly in all directions as marketing maven Kelly Jones, brought in to fix NASA's public image, wreaks havoc on Apollo 11 launch director Cole Davis' already difficult task of putting a man on the moon. When the White House deems the mission too important to fail, Jones is directed to stage a fake moon landing as backup, and the countdown truly begins.",Will they make history... or fake it?,956842,tt1896747
Bade Miyan Chote Miyan,बड़े मियाँ छोटे मियाँ,Ali Abbas Zafar,Akshay Kumar,Tiger Shroff,Prithviraj Sukumaran,41100000,12018000,2024,2024-04-11,164,6.585,41,6.6719,Action|Science Fiction|Thriller,India,hi,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked madman threatens India's defenses.,The world is about to end and...our heroes will rise,936622,tt18072316
I Saw the TV Glow,I Saw the TV Glow,Jane Schoenbrun,Justice Smith,Jack Haven,Ian Foreman,10000000,5396508,2024,2024-05-03,100,6.072,540,6.4363,Drama|Horror,United States of America,en,"Teenager Owen is just trying to make it through life in the suburbs when his classmate Maddy introduces him to a mysterious TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.",There is still time.,858017,tt15574270
Imaginary,Imaginary,Jeff Wadlow,DeWanda Wise,Taegen Burns,Pyper Braun,13000000,43787034,2024,2024-03-06,104,5.965,614,6.317,Horror|Mystery,United States of America,en,"When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",Meet Chauncey. He's not imaginary. And he's not your friend.,1125311,tt26658104
Megalopolis,Megalopolis,Francis Ford Coppola,Adam Driver,Giancarlo Esposito,Nathalie Emmanuel,120000000,14387154,2024,2024-09-25,138,5.2,847,6.2525,Science Fiction|Drama,United States of America,en,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.","If you can't see a better future, build one.",592831,tt10128846
Kinds of Kindness,Kinds of Kindness,Yorgos Lanthimos,Emma Stone,Jesse Plemons,Willem Dafoe,15000000,16398509,2024,2024-05-30,164,6.511,1068,5.8833,Drama|Comedy,Ireland|United Kingdom,en,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",We might all be in danger.,1029955,tt22408160
Kanguva,கங்குவா,Siva,Suriya,Bobby Deol,Disha Patani,37647000,11882000,2024,2024-11-14,154,3.9,22,5.7768,Action|Thriller|Fantasy,India,ta,"A bounty hunter in present day, learns about his previous life as a legendary warrior, when fate unites him with a mutant kid.",A Mighty Valiant Saga,622792,tt22036406
Better Man,Better Man,Michael Gracey,Robbie Williams,Jonno Davies,Steve Pemberton,110000000,22549151,2024,2024-12-06,135,7.749,644,5.7281,Music|Drama,Australia|United Kingdom,en,"Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.",Fame makes monkeys of us all.,799766,tt14260836
Queer,Queer,Luca Guadagnino,Daniel Craig,Drew Starkey,Jason Schwartzman,53400000,5450715,2024,2024-11-27,138,6.642,409,5.6441,Drama|Romance,Italy|United States of America,en,"1950. William Lee, an American expat in Mexico City, spends his days almost entirely alone, except for a few contacts with other members of the small American community. His encounter with Eugene Allerton, an expat former soldier, new to the city, shows him, for the first time, that it might be finally possible to establish an intimate connection with somebody.","I’m not Queer, I’m Disembodied",1059128,tt24176060
The Killer,The Killer,John Woo,Nathalie Emmanuel,Omar Sy,Sam Worthington,30000000,318618,2024,2024-08-22,126,6.31,451,5.567,Action|Thriller|Crime,Canada|United States of America,en,"Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective.",Some alliances form. Others will crumble.,970347,tt1121948
Afraid,Afraid,Chris Weitz,John Cho,Katherine Waterston,Keith Carradine,12000000,12977758,2024,2024-08-28,84,5.9,429,5.4763,Horror|Science Fiction|Thriller,United States of America,en,Curtis Pike and his family are selected to test a new home device: a digital assistant called AIA. AIA observes the family's behaviors and begins to anticipate their needs. And she can – and will – make sure nothing – and no one – gets in her family's way.,Be careful what you let in.,1062215,tt24577462
Beating Hearts,L'Amour ouf,Gilles Lellouche,Adèle Exarchopoulos,François Civil,Mallory Wanecque,37315205,36010728,2024,2024-10-16,166,7.218,867,5.4584,Romance|Crime|Drama,France|Belgium,fr,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together.",,959604,tt27490099
The Fire Inside,The Fire Inside,Rachel Morrison,Ryan Destiny,Brian Tyree Henry,Oluniké Adeliyi,12000000,8104331,2024,2024-12-25,109,7.4,53,5.2251,Drama|History,United States of America,en,"Claressa Shields, a high school junior from Flint, Michigan, aided by her tough-love coach, Jason Crutchfield, pushes past all limitations to become the first American woman to win an Olympic gold medal in boxing. But even at the pinnacle of success, Claressa has to reckon with the fact that not all dreams are created equal, and the real fight has only just begun.","To change everything, she gave everything.",610219,tt6133444
The Marching Band,En fanfare,Emmanuel Courcol,Benjamin Lavernhe,Pierre Lottin,Sarah Suco,6100000,26252618,2024,2024-11-27,103,7.39,327,5.1514,Comedy|Drama|Music,France,fr,"Diagnosed with leukemia, a successful orchestra conductor learns that he is adopted, and his younger brother is in a village marching band. The conductor decides to help them win a regional contest.",,1000866,tt30327451
The Soul Eater,Le Mangeur d'âmes,Julien Maury,Virginie Ledoyen,Paul Hamy,Sandrine Bonnaire,3500000,864825,2024,2024-04-24,111,6.198,192,5.0519,Thriller|Horror|Crime|Mystery,Belgium|France,fr,"When the disappearance of children and bloody murders multiply in a small mountain village, an old legend shrouded in sulphur reappears... Commander Guardiano and Captain of the Gendarmerie De Rolan are forced to join forces to uncover the truth.",,1084863,tt28821588
Nickel Boys,Nickel Boys,RaMell Ross,Ethan Herisse,Brandon Wilson,Aunjanue Ellis-Taylor,23200000,3016380,2024,2024-12-13,140,6.599,279,4.8889,Drama|History,United States of America,en,Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,,1028196,tt23055660
Nightbitch,Nightbitch,Marielle Heller,Amy Adams,Scoot McNairy,Arleigh Snowden,20000000,170737,2024,2024-12-06,98,5.796,299,4.8601,Comedy|Horror,United States of America,en,"A woman, thrown into the stay-at-home routine of raising a toddler in the suburbs, slowly embraces the feral power deeply rooted in motherhood, as she becomes increasingly aware of the bizarre and undeniable signs that she may be turning into a dog.",Motherhood is a bitch.,728949,tt12810074
Mean Girls,Mean Girls,Arturo Perez Jr.,Angourie Rice,Reneé Rapp,Auliʻi Cravalho,36000000,104970953,2024,2024-01-10,113,5.9,647,4.5543,Comedy,United States of America,en,"New student Cady Heron is welcomed into the top of the social food chain by the elite group of popular girls called ‘The Plastics,’ ruled by the conniving queen bee Regina George and her minions Gretchen and Karen. However, when Cady makes the major misstep of falling for Regina’s ex-boyfriend Aaron Samuels, she finds herself prey in Regina’s crosshairs. As Cady sets to take down the group’s apex predator with the help of her outcast friends Janis and Damian, she must learn how to stay true to herself while navigating the most cutthroat jungle of all: high school.",Plastic is forever.,673593,tt11762114
Horizon: An American Saga - Chapter 1,Horizon: An American Saga - Chapter 1,Kevin Costner,Kevin Costner,Sienna Miller,Sam Worthington,50000000,38735702,2024,2024-06-26,182,6.863,554,4.4738,Western|Drama,United States of America,en,"In 1859, families discover the lure of the Old West as they settle in territories from Wyoming to Kansas. Meanwhile, a gruff cowboy soon finds himself on the run with a prostitute and a young boy after killing a fellow gunman.",The American saga begins this summer.,932086,tt17505010
Vettaiyan,வேட்டையன்,T. J. Gnanavel,Rajinikanth,Amitabh Bachchan,Fahadh Faasil,35500000,30745762,2024,2024-10-10,161,6.214,28,4.4705,Action|Crime|Drama,India,ta,A sought-after Supercop gets caught in a series of unexpected events when he encounters a suspect who is accused of being involved in a murder case.,The Hunter,1093966,tt26936666
